timestamp,symbol,timeframe,open,high,low,close,volume,ha_open,ha_high,ha_low,ha_close,psar_value,psar_signal,stochastic_k,stochastic_d,k_in_range,psar_signal_match,candle_color,candle_type,candle_conditions_met,alert_triggered,scan_id,scan_name,condition_id,kline_start,kline_end,signaldirection,processing_time,error_message
2025-10-23 09:25:00,ADANIPORTS25OCT1420CE,2minute,57.0,57.0,57.0,57.0,0,57.23,57.23,57.0,57.0,53.28,0,34.13,40.99,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:25:14,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-23 09:27:00,ADANIPORTS25OCT1420CE,2minute,57.7,58.15,57.7,58.15,0,57.29,58.15,57.29,57.92,53.63,0,34.68,41.03,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:27:06,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-23 09:29:00,ADANIPORTS25OCT1420CE,2minute,58.15,59.95,58.15,59.95,0,57.61,59.95,57.61,59.05,53.97,0,35.5,41.07,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:29:07,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-23 09:31:00,ADANIPORTS25OCT1420CE,2minute,59.95,59.95,59.95,59.95,0,58.33,59.95,58.33,59.95,54.3,0,36.1,41.11,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:31:04,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-23 09:33:00,ADANIPORTS25OCT1420CE,2minute,59.95,59.95,59.95,59.95,0,59.14,59.95,59.14,59.95,54.61,0,35.97,41.11,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:33:06,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-23 09:35:00,ADANIPORTS25OCT1420CE,2minute,59.95,62.0,59.95,62.0,0,59.54,62.0,59.54,60.98,54.9,0,36.69,41.12,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:35:05,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-23 09:37:00,ADANIPORTS25OCT1420CE,2minute,62.0,62.0,62.0,62.0,0,60.26,62.0,60.26,62.0,55.61,0,37.42,41.12,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:37:17,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-23 09:39:00,ADANIPORTS25OCT1420CE,2minute,60.6,61.0,60.6,61.0,0,60.78,61.0,60.6,60.8,56.25,0,37.64,41.11,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:39:08,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-23 09:41:00,ADANIPORTS25OCT1420CE,2minute,61.0,61.0,61.0,61.0,0,60.79,61.0,60.79,61.0,56.82,0,38.15,41.1,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:41:10,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-23 09:43:00,ADANIPORTS25OCT1420CE,2minute,61.0,61.1,61.0,61.1,0,60.89,61.1,60.89,61.05,57.34,0,38.5,41.08,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:43:33,"PSAR signal mismatch: expected 1, got 0.0"
