timestamp,symbol,timeframe,open,high,low,close,volume,ha_open,ha_high,ha_low,ha_close,psar_value,psar_signal,stochastic_k,stochastic_d,k_in_range,psar_signal_match,candle_color,candle_type,candle_conditions_met,alert_triggered,scan_id,scan_name,condition_id,kline_start,kline_end,signaldirection,processing_time,error_message
2025-10-30 13:03:00,NIFTY25N1826150CE,1minute,195.0,195.0,195.0,195.0,0,199.5,199.5,195.0,195.0,202.5,0,7.41,6.17,False,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 13:04:47,"K value 7.405169756473712 out of range [10, 100]"
2025-10-30 13:11:00,NIFTY25N1826150CE,1minute,199.35,199.35,199.35,199.35,0,199.6,199.6,199.35,199.35,196.36,0,9.28,5.84,False,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 13:12:31,"K value 9.282794311633854 out of range [10, 100]"
