timestamp,symbol,timeframe,open,high,low,close,volume,ha_open,ha_high,ha_low,ha_close,psar_value,psar_signal,stochastic_k,stochastic_d,k_in_range,psar_signal_match,candle_color,candle_type,candle_conditions_met,alert_triggered,scan_id,scan_name,condition_id,kline_start,kline_end,signaldirection,processing_time,error_message
2025-10-30 13:52:00,HDFCBANK25NOV1055CE,1minute,3.05,3.05,3.05,3.05,0,3.05,3.05,3.05,3.05,3.06,0,15.01,8.13,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 13:53:06,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-30 14:12:00,HDFCBANK25NOV1055CE,1minute,3.0,3.0,2.95,2.95,0,2.94,3.0,2.94,2.97,2.9,1,14.71,12.94,True,True,green,2,True,True,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 14:13:06,
2025-11-03 09:17:00,HDFCBANK25NOV1055CE,1minute,1.85,1.85,1.85,1.85,0,2.09,2.09,1.85,1.85,2.1,-1,84.31,76.18,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:18:46,"PSAR signal mismatch: expected 1, got -1.0"
2025-11-03 09:18:00,HDFCBANK25NOV1055CE,1minute,1.85,1.85,1.8,1.8,0,1.97,1.97,1.8,1.82,2.1,0,83.1,76.5,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:19:58,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:19:00,HDFCBANK25NOV1055CE,1minute,1.8,1.8,1.8,1.8,0,1.9,1.9,1.8,1.8,2.07,0,81.88,76.8,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:21:00,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:20:00,HDFCBANK25NOV1055CE,1minute,1.8,1.8,1.8,1.8,0,1.85,1.85,1.8,1.8,2.04,0,80.67,77.06,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:21:51,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:22:00,HDFCBANK25NOV1055CE,1minute,1.8,1.8,1.65,1.65,0,1.81,1.81,1.65,1.72,2.0,0,77.95,77.49,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:23:31,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:23:00,HDFCBANK25NOV1055CE,1minute,1.65,1.65,1.65,1.65,0,1.77,1.77,1.65,1.65,1.94,0,76.45,77.65,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:24:45,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:24:00,HDFCBANK25NOV1055CE,1minute,1.65,1.65,1.6,1.6,0,1.71,1.71,1.6,1.62,1.9,0,74.95,77.78,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:25:55,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:25:00,HDFCBANK25NOV1055CE,1minute,1.6,1.6,1.6,1.6,0,1.67,1.67,1.6,1.6,1.84,0,73.45,77.88,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:26:50,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:26:00,HDFCBANK25NOV1055CE,1minute,1.6,1.65,1.6,1.65,0,1.63,1.65,1.6,1.62,1.79,0,72.15,77.95,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:27:32,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:28:00,HDFCBANK25NOV1055CE,1minute,1.65,1.65,1.65,1.65,0,1.64,1.65,1.64,1.65,1.72,0,69.55,78.0,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:29:28,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:29:00,HDFCBANK25NOV1055CE,1minute,1.65,1.65,1.65,1.65,0,1.64,1.65,1.64,1.65,1.7,0,68.25,77.98,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:31:03,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:30:00,HDFCBANK25NOV1055CE,1minute,1.65,1.65,1.6,1.6,0,1.65,1.65,1.6,1.62,1.68,0,66.75,77.92,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:32:11,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:31:00,HDFCBANK25NOV1055CE,1minute,1.6,1.6,1.6,1.6,0,1.64,1.64,1.6,1.6,1.66,0,65.32,77.83,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:33:10,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:32:00,HDFCBANK25NOV1055CE,1minute,1.6,1.6,1.6,1.6,0,1.62,1.62,1.6,1.6,1.65,0,63.9,77.7,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:33:54,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:34:00,HDFCBANK25NOV1055CE,1minute,1.6,1.6,1.6,1.6,0,1.6,1.6,1.6,1.6,1.63,0,61.04,77.33,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:35:21,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:35:00,HDFCBANK25NOV1055CE,1minute,1.6,1.6,1.6,1.6,0,1.6,1.6,1.6,1.6,1.63,0,59.61,77.08,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:36:09,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:35:00,HDFCBANK25NOV1055CE,1minute,1.6,1.6,1.6,1.6,0,1.6,1.6,1.6,1.6,1.63,0,59.61,77.08,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:37:07,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:36:00,HDFCBANK25NOV1055CE,1minute,1.6,1.6,1.55,1.55,0,1.6,1.6,1.55,1.58,1.62,0,58.28,76.8,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:38:01,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:38:00,HDFCBANK25NOV1055CE,1minute,1.55,1.55,1.55,1.55,0,1.57,1.57,1.55,1.55,1.6,0,55.61,76.13,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:39:18,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:38:00,HDFCBANK25NOV1055CE,1minute,1.55,1.55,1.55,1.55,0,1.57,1.57,1.55,1.55,1.6,0,55.61,76.13,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:39:57,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:40:00,HDFCBANK25NOV1055CE,1minute,1.6,1.6,1.6,1.6,0,1.57,1.6,1.57,1.6,1.55,0,51.97,75.28,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:41:41,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:41:00,HDFCBANK25NOV1055CE,1minute,1.6,1.6,1.6,1.6,0,1.58,1.6,1.58,1.6,1.55,0,50.15,74.78,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:42:15,"PSAR signal mismatch: expected 1, got 0.0"
2025-11-03 09:42:00,HDFCBANK25NOV1055CE,1minute,1.6,1.6,1.6,1.6,0,1.59,1.6,1.59,1.6,1.55,0,48.34,74.22,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-11-03 09:43:16,"PSAR signal mismatch: expected 1, got 0.0"
