timestamp,symbol,timeframe,open,high,low,close,volume,ha_open,ha_high,ha_low,ha_close,psar_value,psar_signal,stochastic_k,stochastic_d,k_in_range,psar_signal_match,candle_color,candle_type,candle_conditions_met,alert_triggered,scan_id,scan_name,condition_id,kline_start,kline_end,signaldirection,processing_time,error_message
2025-10-30 09:37:00,BANKNIFTY25NOV49000PE,2minute,9.7,10.15,9.7,10.15,0,9.86,10.15,9.7,9.93,10.36,0,33.13,48.82,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 09:40:25,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-30 09:39:00,BANKNIFTY25NOV49000PE,2minute,10.15,10.15,10.15,10.15,0,9.89,10.15,9.89,10.15,10.33,0,32.4,48.3,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 09:42:12,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-30 09:45:00,BANKNIFTY25NOV49000PE,2minute,10.25,10.25,10.25,10.25,0,10.07,10.25,10.07,10.25,9.65,1,30.24,46.65,True,True,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 09:48:13,
2025-10-30 09:57:00,BANKNIFTY25NOV49000PE,2minute,10.1,10.1,10.1,10.1,0,10.08,10.1,10.08,10.1,9.81,0,26.27,43.08,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 10:00:22,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-30 10:03:00,BANKNIFTY25NOV49000PE,2minute,10.0,10.0,10.0,10.0,0,10.07,10.07,10.0,10.0,9.87,0,24.93,41.24,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 10:06:15,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-30 10:07:00,BANKNIFTY25NOV49000PE,2minute,10.0,10.0,10.0,10.0,0,10.02,10.02,10.0,10.0,9.91,0,24.17,40.03,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 10:10:29,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-30 10:09:00,BANKNIFTY25NOV49000PE,2minute,10.0,10.0,10.0,10.0,0,10.01,10.01,10.0,10.0,9.93,0,23.6,39.42,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 10:12:27,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-30 10:11:00,BANKNIFTY25NOV49000PE,2minute,10.0,10.0,10.0,10.0,0,10.0,10.0,10.0,10.0,9.94,0,23.03,38.81,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 10:18:36,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-30 10:17:00,BANKNIFTY25NOV49000PE,2minute,10.0,10.0,10.0,10.0,0,10.0,10.0,10.0,10.0,9.99,0,21.55,36.95,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 10:20:06,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-30 10:19:00,BANKNIFTY25NOV49000PE,2minute,10.0,10.0,10.0,10.0,0,10.0,10.0,10.0,10.0,10.0,0,21.02,36.31,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 10:23:06,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-30 10:21:00,BANKNIFTY25NOV49000PE,2minute,10.0,10.0,10.0,10.0,0,10.0,10.0,10.0,10.0,10.25,-1,20.5,35.67,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 10:24:13,"PSAR signal mismatch: expected 1, got -1.0"
2025-10-30 10:23:00,BANKNIFTY25NOV49000PE,2minute,10.0,10.25,10.0,10.25,0,10.0,10.25,10.0,10.12,10.0,1,20.05,35.01,True,True,green,2,True,True,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 10:26:22,
2025-10-30 10:59:00,BANKNIFTY25NOV49000PE,2minute,9.9,9.9,9.9,9.9,0,9.9,9.9,9.9,9.9,9.75,1,21.02,25.5,True,True,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 11:06:31,
2025-10-30 11:11:00,BANKNIFTY25NOV49000PE,2minute,10.0,10.0,10.0,10.0,0,9.99,10.0,9.99,10.0,9.83,0,20.89,23.58,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 11:14:23,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-30 11:17:00,BANKNIFTY25NOV49000PE,2minute,9.9,9.9,9.9,9.9,0,9.94,9.94,9.9,9.9,9.88,0,20.95,22.81,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 11:20:16,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-30 11:31:00,BANKNIFTY25NOV49000PE,2minute,10.0,10.0,10.0,10.0,0,10.07,10.07,10.0,10.0,9.94,0,20.74,21.49,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 11:34:20,"PSAR signal mismatch: expected 1, got 0.0"
