timestamp,symbol,timeframe,open,high,low,close,volume,ha_open,ha_high,ha_low,ha_close,psar_value,psar_signal,stochastic_k,stochastic_d,k_in_range,psar_signal_match,candle_color,candle_type,candle_conditions_met,alert_triggered,scan_id,scan_name,condition_id,kline_start,kline_end,signaldirection,processing_time,error_message
2025-10-30 13:11:00,NIFTY25NOV26850CE,2minute,55.35,56.2,55.35,56.2,0,55.38,56.2,55.35,55.78,56.4,0,5.43,7.13,False,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 13:14:49,"K value 5.428516979973794 out of range [10, 100]"
