timestamp,open,high,low,close,volume
2025-08-25 09:15:00,9.05,9.9,6.45,7.5,2450
2025-08-25 09:16:00,7.55,7.95,7.2,7.45,4550
2025-08-25 09:17:00,7.4,7.4,6.4,7.0,9555
2025-08-25 09:18:00,7.15,7.25,6.8,6.8,11830
2025-08-25 09:19:00,6.8,7.0,6.7,6.8,21665
2025-08-25 09:20:00,6.85,7.25,6.85,7.1,24780
2025-08-25 09:21:00,7.05,7.2,6.65,6.65,8890
2025-08-25 09:22:00,6.65,7.0,6.65,6.85,9695
2025-08-25 09:23:00,6.85,7.1,6.8,6.9,3080
2025-08-25 09:24:00,6.9,6.95,6.75,6.75,2835
2025-08-25 09:25:00,6.75,6.8,6.2,6.3,16625
2025-08-25 09:26:00,6.3,6.5,6.2,6.5,10570
2025-08-25 09:27:00,6.5,6.75,6.4,6.6,14315
2025-08-25 09:28:00,6.6,7.1,6.55,7.1,4095
2025-08-25 09:29:00,7.1,7.2,6.95,7.1,3885
2025-08-25 09:30:00,7.1,7.1,6.8,6.8,2625
2025-08-25 09:31:00,6.8,7.2,6.8,7.15,4270
2025-08-25 09:32:00,7.15,7.15,6.95,7.05,1365
2025-08-25 09:33:00,7.05,7.1,7.0,7.05,1715
2025-08-25 09:34:00,7.05,7.2,7.0,7.2,6300
2025-08-25 09:35:00,7.15,7.25,7.0,7.1,3080
2025-08-25 09:36:00,7.1,7.3,7.1,7.25,1925
2025-08-25 09:37:00,7.25,7.35,7.15,7.2,3675
2025-08-25 09:38:00,7.2,7.25,7.1,7.25,4165
2025-08-25 09:39:00,7.25,7.3,7.2,7.25,1190
2025-08-25 09:40:00,7.2,7.25,7.1,7.1,2800
2025-08-25 09:41:00,7.1,7.1,6.95,6.95,3850
2025-08-25 09:42:00,6.95,7.1,6.85,7.05,5320
2025-08-25 09:43:00,7.05,7.05,6.9,6.95,2100
2025-08-25 09:44:00,6.95,7.0,6.8,6.95,1190
2025-08-25 09:45:00,6.95,6.95,6.7,6.85,1505
2025-08-25 09:46:00,6.85,6.85,6.65,6.8,1295
2025-08-25 09:47:00,6.8,6.8,6.5,6.65,3255
2025-08-25 09:48:00,6.65,6.7,6.55,6.55,1715
2025-08-25 09:49:00,6.55,6.7,6.55,6.55,1540
2025-08-25 09:50:00,6.55,6.75,6.55,6.75,1680
2025-08-25 09:51:00,6.75,6.8,6.6,6.6,1120
2025-08-25 09:52:00,6.6,6.75,6.55,6.75,3535
2025-08-25 09:53:00,6.75,6.8,6.45,6.45,8400
2025-08-25 09:54:00,6.45,6.6,6.45,6.6,2310
2025-08-25 09:55:00,6.6,6.6,6.5,6.55,945
2025-08-25 09:56:00,6.55,6.65,6.4,6.4,2730
2025-08-25 09:57:00,6.4,6.5,6.3,6.35,1155
2025-08-25 09:58:00,6.35,6.6,6.35,6.6,3990
2025-08-25 09:59:00,6.6,6.75,6.55,6.7,3850
2025-08-25 10:00:00,6.7,6.9,6.65,6.9,3360
2025-08-25 10:01:00,6.9,6.9,6.75,6.9,2065
2025-08-25 10:02:00,6.9,7.0,6.8,7.0,1155
2025-08-25 10:03:00,6.95,7.05,6.85,7.0,9450
2025-08-25 10:04:00,6.95,6.95,6.65,6.8,5320
2025-08-25 10:05:00,6.8,6.8,6.6,6.7,2625
2025-08-25 10:06:00,6.7,6.75,6.65,6.75,1960
2025-08-25 10:07:00,6.7,6.75,6.6,6.75,2625
2025-08-25 10:08:00,6.75,6.75,6.5,6.7,490
2025-08-25 10:09:00,6.7,6.85,6.65,6.8,1260
2025-08-25 10:10:00,6.8,6.85,6.8,6.85,490
2025-08-25 10:11:00,6.85,7.05,6.85,7.05,3605
2025-08-25 10:12:00,7.05,7.25,7.05,7.2,1820
2025-08-25 10:13:00,7.2,7.3,7.1,7.15,2380
2025-08-25 10:14:00,7.15,7.3,7.15,7.2,3640
2025-08-25 10:15:00,7.2,7.3,7.15,7.3,1260
2025-08-25 10:16:00,7.3,7.35,7.15,7.15,2345
2025-08-25 10:17:00,7.15,7.3,7.1,7.15,7595
2025-08-25 10:18:00,7.25,7.25,7.0,7.05,6825
2025-08-25 10:19:00,7.05,7.1,6.95,7.0,3395
2025-08-25 10:20:00,7.0,7.15,7.0,7.15,665
2025-08-25 10:21:00,7.15,7.15,7.05,7.05,805
2025-08-25 10:22:00,7.05,7.15,6.95,6.95,1610
2025-08-25 10:23:00,6.95,7.05,6.95,7.05,315
2025-08-25 10:24:00,7.05,7.1,7.05,7.1,210
2025-08-25 10:25:00,7.1,7.1,7.0,7.05,560
2025-08-25 10:26:00,7.05,7.15,7.05,7.1,1225
2025-08-25 10:27:00,7.1,7.15,7.0,7.0,2205
2025-08-25 10:28:00,7.0,7.1,7.0,7.1,1855
2025-08-25 10:29:00,7.1,7.1,7.05,7.05,280
2025-08-25 10:30:00,7.05,7.1,7.05,7.1,245
2025-08-25 10:31:00,7.1,7.15,7.0,7.1,5775
2025-08-25 10:32:00,7.1,7.15,7.0,7.15,2065
2025-08-25 10:33:00,7.15,7.15,6.85,6.9,2065
2025-08-25 10:34:00,6.9,6.95,6.8,6.85,3185
2025-08-25 10:35:00,6.85,6.9,6.75,6.9,735
2025-08-25 10:36:00,6.9,6.95,6.9,6.95,350
2025-08-25 10:37:00,6.95,6.95,6.85,6.95,490
2025-08-25 10:38:00,6.95,6.95,6.95,6.95,70
2025-08-25 10:39:00,6.95,7.0,6.85,6.85,2135
2025-08-25 10:40:00,6.85,6.95,6.85,6.9,1015
2025-08-25 10:41:00,6.9,6.9,6.9,6.9,910
2025-08-25 10:42:00,6.9,6.95,6.9,6.95,595
2025-08-25 10:43:00,6.95,6.95,6.9,6.9,420
2025-08-25 10:44:00,6.9,6.9,6.8,6.8,140
2025-08-25 10:45:00,6.8,6.9,6.8,6.9,665
2025-08-25 10:46:00,6.9,6.9,6.8,6.8,1015
2025-08-25 10:47:00,6.8,6.85,6.8,6.8,1610
2025-08-25 10:48:00,6.8,6.85,6.75,6.75,385
2025-08-25 10:49:00,6.75,6.85,6.75,6.85,525
2025-08-25 10:50:00,6.85,6.9,6.75,6.75,1540
2025-08-25 10:51:00,6.75,6.85,6.75,6.8,455
2025-08-25 10:52:00,6.8,6.8,6.7,6.7,210
2025-08-25 10:53:00,6.7,6.7,6.7,6.7,1015
2025-08-25 10:54:00,6.7,6.8,6.65,6.65,1330
2025-08-25 10:55:00,6.65,6.65,6.65,6.65,1050
2025-08-25 10:56:00,6.65,6.65,6.6,6.6,140
2025-08-25 10:57:00,6.6,6.6,6.6,6.6,70
2025-08-25 10:58:00,6.6,6.65,6.6,6.65,595
2025-08-25 10:59:00,6.65,6.65,6.65,6.65,140
2025-08-25 11:00:00,6.65,6.7,6.55,6.55,2170
2025-08-25 11:01:00,6.55,6.6,6.55,6.6,455
2025-08-25 11:02:00,6.6,6.7,6.55,6.65,1890
2025-08-25 11:03:00,6.65,6.75,6.65,6.65,385
2025-08-25 11:04:00,6.65,6.7,6.55,6.55,1750
2025-08-25 11:05:00,6.55,6.7,6.55,6.7,2485
2025-08-25 11:06:00,6.7,6.7,6.55,6.55,315
2025-08-25 11:07:00,6.55,6.7,6.55,6.7,2240
2025-08-25 11:08:00,6.7,6.85,6.7,6.85,2520
2025-08-25 11:09:00,6.85,6.9,6.8,6.8,1295
2025-08-25 11:10:00,6.8,6.8,6.75,6.75,665
2025-08-25 11:11:00,6.75,6.75,6.55,6.55,5810
2025-08-25 11:12:00,6.55,6.65,6.55,6.65,1260
2025-08-25 11:13:00,6.65,6.7,6.5,6.5,1295
2025-08-25 11:14:00,6.5,6.6,6.5,6.55,420
2025-08-25 11:15:00,6.55,6.6,6.55,6.6,245
2025-08-25 11:16:00,6.6,6.65,6.6,6.65,245
2025-08-25 11:17:00,6.65,6.65,6.6,6.6,105
2025-08-25 11:18:00,6.6,6.7,6.55,6.65,770
2025-08-25 11:19:00,6.65,6.7,6.65,6.65,455
2025-08-25 11:20:00,6.65,6.65,6.55,6.55,770
2025-08-25 11:21:00,6.55,6.65,6.55,6.65,630
2025-08-25 11:22:00,6.65,6.65,6.6,6.6,105
2025-08-25 11:23:00,6.6,6.7,6.6,6.65,665
2025-08-25 11:24:00,6.65,6.7,6.65,6.7,280
2025-08-25 11:25:00,6.7,6.7,6.6,6.65,560
2025-08-25 11:26:00,6.65,6.7,6.6,6.7,385
2025-08-25 11:27:00,6.7,6.7,6.6,6.6,840
2025-08-25 11:28:00,6.6,6.6,6.55,6.6,420
2025-08-25 11:29:00,6.6,6.6,6.5,6.55,210
2025-08-25 11:30:00,6.55,6.55,6.35,6.35,1540
2025-08-25 11:31:00,6.35,6.35,6.25,6.3,3395
2025-08-25 11:32:00,6.3,6.4,6.3,6.4,175
2025-08-25 11:33:00,6.4,6.45,6.35,6.4,385
2025-08-25 11:34:00,6.4,6.5,6.4,6.5,70
2025-08-25 11:35:00,6.5,6.5,6.35,6.5,1400
2025-08-25 11:36:00,6.5,6.5,6.45,6.45,805
2025-08-25 11:37:00,6.45,6.5,6.4,6.4,770
2025-08-25 11:38:00,6.4,6.45,6.4,6.4,315
2025-08-25 11:39:00,6.4,6.45,6.35,6.35,455
2025-08-25 11:40:00,6.35,6.45,6.35,6.45,1120
2025-08-25 11:41:00,6.45,6.45,6.35,6.4,420
2025-08-25 11:42:00,6.4,6.4,6.35,6.4,35
2025-08-25 11:43:00,6.4,6.45,6.35,6.4,1120
2025-08-25 11:44:00,6.4,6.45,6.3,6.3,1050
2025-08-25 11:45:00,6.3,6.55,6.15,6.55,4655
2025-08-25 11:46:00,6.55,6.55,6.25,6.4,6755
2025-08-25 11:47:00,6.4,6.45,6.25,6.4,1470
2025-08-25 11:48:00,6.45,6.5,6.4,6.4,1890
2025-08-25 11:49:00,6.4,6.5,6.4,6.5,1085
2025-08-25 11:50:00,6.5,6.55,6.4,6.4,910
2025-08-25 11:51:00,6.4,6.45,6.4,6.4,1505
2025-08-25 11:52:00,6.4,6.4,6.25,6.4,1750
2025-08-25 11:53:00,6.4,6.45,6.35,6.45,1365
2025-08-25 11:54:00,6.45,6.45,6.4,6.45,455
2025-08-25 11:55:00,6.45,6.45,6.4,6.4,770
2025-08-25 11:56:00,6.4,6.4,6.3,6.4,1890
2025-08-25 11:57:00,6.4,6.45,6.4,6.4,910
2025-08-25 11:58:00,6.4,6.4,6.35,6.4,1505
2025-08-25 11:59:00,6.4,6.4,6.25,6.35,1470
2025-08-25 12:00:00,6.35,6.35,6.2,6.25,1085
2025-08-25 12:01:00,6.25,6.25,6.2,6.2,665
2025-08-25 12:02:00,6.2,6.3,6.2,6.3,560
2025-08-25 12:03:00,6.3,6.35,6.3,6.35,140
2025-08-25 12:04:00,6.35,6.35,6.15,6.25,980
2025-08-25 12:05:00,6.25,6.25,6.1,6.15,945
2025-08-25 12:06:00,6.15,6.25,6.15,6.25,770
2025-08-25 12:07:00,6.25,6.3,6.2,6.2,525
