timestamp,symbol,timeframe,open,high,low,close,volume,ha_open,ha_high,ha_low,ha_close,psar_value,psar_signal,stochastic_k,stochastic_d,k_in_range,psar_signal_match,candle_color,candle_type,candle_conditions_met,alert_triggered,scan_id,scan_name,condition_id,kline_start,kline_end,signaldirection,processing_time,error_message
2025-10-30 13:03:00,NIFTY25N1826200CE,1minute,176.2,177.6,176.2,177.6,0,176.68,177.6,176.2,176.9,181.13,0,13.88,8.54,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 13:04:54,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-30 13:11:00,NIFTY25N1826200CE,1minute,177.75,178.0,177.75,178.0,0,177.73,178.0,177.73,177.88,178.4,0,16.23,9.51,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 13:12:46,"PSAR signal mismatch: expected 1, got 0.0"
