timestamp,symbol,timeframe,open,high,low,close,volume,ha_open,ha_high,ha_low,ha_close,psar_value,psar_signal,stochastic_k,stochastic_d,k_in_range,psar_signal_match,candle_color,candle_type,candle_conditions_met,alert_triggered,scan_id,scan_name,condition_id,kline_start,kline_end,signaldirection,processing_time,error_message
2025-10-23 09:24:00,ADANIPORTS25OCT1460CE,3minute,25.6,25.6,23.9,24.7,0,25.95,25.95,23.9,24.95,33.0,-1,21.5,14.03,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:24:01,"PSAR signal mismatch: expected 1, got -1.0"
2025-10-23 09:27:00,ADANIPORTS25OCT1460CE,3minute,24.6,25.8,24.6,25.8,0,25.44,25.8,24.6,25.2,32.54,0,21.84,14.4,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:27:07,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-23 09:30:00,ADANIPORTS25OCT1460CE,3minute,25.85,26.8,25.85,26.65,0,25.37,26.8,25.37,26.29,32.11,0,22.36,14.77,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:30:05,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-23 09:33:00,ADANIPORTS25OCT1460CE,3minute,27.3,27.5,26.7,27.5,0,25.97,27.5,25.97,27.25,31.7,0,23.12,15.15,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:33:06,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-23 09:36:00,ADANIPORTS25OCT1460CE,3minute,27.85,28.1,26.8,26.8,0,26.67,28.1,26.67,27.39,31.31,0,23.65,15.53,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:36:02,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-23 09:39:00,ADANIPORTS25OCT1460CE,3minute,28.0,28.0,26.75,26.75,0,27.06,28.0,26.75,27.38,30.94,0,24.22,15.91,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:39:03,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-23 09:42:00,ADANIPORTS25OCT1460CE,3minute,26.8,26.8,26.75,26.75,0,27.29,27.29,26.75,26.78,30.59,0,24.84,16.3,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:42:22,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-23 09:45:00,ADANIPORTS25OCT1460CE,3minute,26.85,26.85,25.95,25.95,0,27.11,27.11,25.95,26.4,30.25,0,25.24,16.68,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:45:08,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-23 09:48:00,ADANIPORTS25OCT1460CE,3minute,25.25,25.65,24.4,24.4,0,26.77,26.77,24.4,24.92,29.94,0,25.39,17.06,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:48:00,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-23 09:51:00,ADANIPORTS25OCT1460CE,3minute,24.45,25.85,24.45,25.85,0,25.85,25.85,24.45,25.15,29.64,0,25.77,17.44,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-23 09:51:05,"PSAR signal mismatch: expected 1, got 0.0"
