timestamp,symbol,timeframe,open,high,low,close,volume,ha_open,ha_high,ha_low,ha_close,psar_value,psar_signal,stochastic_k,stochastic_d,k_in_range,psar_signal_match,candle_color,candle_type,candle_conditions_met,alert_triggered,scan_id,scan_name,condition_id,kline_start,kline_end,signaldirection,processing_time,error_message
2025-10-30 11:31:00,BANKNIFTY25NOV62300CE,1minute,34.8,34.8,34.8,34.8,0,35.21,35.21,34.8,34.8,35.74,0,29.78,25.72,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 11:32:01,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-30 11:34:00,BANKNIFTY25NOV62300CE,1minute,35.3,35.3,35.3,35.3,0,35.16,35.3,35.16,35.3,35.49,0,30.5,26.22,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 11:35:02,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-30 11:50:00,BANKNIFTY25NOV62300CE,1minute,35.05,35.05,35.05,35.05,0,35.05,35.05,35.05,35.05,35.03,0,30.73,28.33,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 11:51:14,"PSAR signal mismatch: expected 1, got 0.0"
