timestamp,symbol,timeframe,open,high,low,close,volume,ha_open,ha_high,ha_low,ha_close,psar_value,psar_signal,stochastic_k,stochastic_d,k_in_range,psar_signal_match,candle_color,candle_type,candle_conditions_met,alert_triggered,scan_id,scan_name,condition_id,kline_start,kline_end,signaldirection,processing_time,error_message
2025-10-30 09:37:00,BANKNIFTY25NOV55600PE,1minute,90.8,95.8,90.8,95.35,0,92.66,95.8,90.8,93.19,90.8,1,56.3,40.73,True,True,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 09:38:02,
2025-10-30 11:38:00,BANKNIFTY25NOV55600PE,1minute,86.8,86.8,86.8,86.8,0,86.83,86.83,86.8,86.8,86.53,0,30.42,38.59,True,False,red,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 11:39:02,"PSAR signal mismatch: expected 1, got 0.0"
2025-10-30 11:55:00,BANKNIFTY25NOV55600PE,1minute,91.0,91.0,90.6,90.6,0,89.41,91.0,89.41,90.8,87.6,0,26.11,33.64,True,False,green,2,False,False,25,G6 B - S1,6,10.0,100.0,1,2025-10-30 11:56:13,"PSAR signal mismatch: expected 1, got 0.0"
