timestamp,open,high,low,close,volume
2025-08-25 09:15:00,13.8,14.55,9.9,10.95,10500
2025-08-25 09:16:00,10.85,10.85,9.95,9.95,12495
2025-08-25 09:17:00,10.1,10.4,8.95,9.75,8225
2025-08-25 09:18:00,9.75,10.35,9.45,9.5,12635
2025-08-25 09:19:00,9.5,10.15,9.5,9.85,10010
2025-08-25 09:20:00,9.9,10.8,9.9,10.4,6930
2025-08-25 09:21:00,10.4,10.6,9.75,9.95,6090
2025-08-25 09:22:00,9.95,10.4,9.65,9.7,11235
2025-08-25 09:23:00,9.75,10.2,9.75,10.2,3360
2025-08-25 09:24:00,10.2,10.2,9.6,9.9,13860
2025-08-25 09:25:00,9.9,10.0,9.15,9.35,14735
2025-08-25 09:26:00,9.35,9.75,9.1,9.75,6790
2025-08-25 09:27:00,9.8,10.05,9.55,9.9,10885
2025-08-25 09:28:00,9.9,10.35,9.8,10.35,6790
2025-08-25 09:29:00,10.35,10.6,10.2,10.2,6300
2025-08-25 09:30:00,10.3,10.35,9.75,9.75,7455
2025-08-25 09:31:00,9.75,10.2,9.75,10.2,1470
2025-08-25 09:32:00,10.2,10.3,9.85,10.1,16240
2025-08-25 09:33:00,10.15,10.25,9.95,10.2,8785
2025-08-25 09:34:00,10.2,10.35,10.05,10.2,4095
2025-08-25 09:35:00,10.2,10.35,10.05,10.2,5530
2025-08-25 09:36:00,10.2,10.4,10.2,10.2,1365
2025-08-25 09:37:00,10.2,10.5,9.9,10.4,5425
2025-08-25 09:38:00,10.4,10.4,10.05,10.3,7210
2025-08-25 09:39:00,10.3,10.4,10.2,10.2,1365
2025-08-25 09:40:00,10.2,10.3,10.0,10.05,4970
2025-08-25 09:41:00,10.1,10.15,9.75,9.75,12635
2025-08-25 09:42:00,9.8,10.0,9.65,9.7,14140
2025-08-25 09:43:00,9.8,10.0,9.55,9.65,7910
2025-08-25 09:44:00,9.65,9.7,9.5,9.6,5915
2025-08-25 09:45:00,9.65,9.65,9.25,9.35,7175
2025-08-25 09:46:00,9.35,9.45,9.1,9.3,14490
2025-08-25 09:47:00,9.3,9.4,9.0,9.0,8225
2025-08-25 09:48:00,9.0,9.25,8.95,9.2,3360
2025-08-25 09:49:00,9.2,9.25,9.0,9.1,5145
2025-08-25 09:50:00,9.1,9.45,9.0,9.35,19145
2025-08-25 09:51:00,9.35,9.4,9.0,9.1,16485
2025-08-25 09:52:00,9.1,9.25,9.0,9.2,3430
2025-08-25 09:53:00,9.2,9.35,9.15,9.2,2625
2025-08-25 09:54:00,9.2,9.3,9.15,9.25,2835
2025-08-25 09:55:00,9.25,9.25,8.95,9.05,2835
2025-08-25 09:56:00,9.05,9.15,8.9,9.0,1855
2025-08-25 09:57:00,9.05,9.05,8.75,8.75,315
2025-08-25 09:58:00,8.75,8.85,8.65,8.8,8470
2025-08-25 09:59:00,8.8,9.05,8.8,9.0,7350
2025-08-25 10:00:00,9.0,9.1,8.8,9.1,4480
2025-08-25 10:01:00,9.1,9.15,8.9,9.05,4585
2025-08-25 10:02:00,9.05,9.15,8.95,9.1,1890
2025-08-25 10:03:00,9.05,9.2,9.05,9.1,1680
2025-08-25 10:04:00,9.1,9.1,8.65,8.85,9520
2025-08-25 10:05:00,8.85,8.85,8.5,8.75,12005
2025-08-25 10:06:00,8.75,8.75,8.65,8.7,2485
2025-08-25 10:07:00,8.65,8.7,8.55,8.7,5530
2025-08-25 10:08:00,8.7,8.75,8.5,8.55,4795
2025-08-25 10:09:00,8.55,8.9,8.55,8.9,4970
2025-08-25 10:10:00,8.85,9.0,8.8,8.85,1190
2025-08-25 10:11:00,8.85,9.0,8.8,9.0,2940
2025-08-25 10:12:00,9.0,9.15,8.95,9.15,1330
2025-08-25 10:13:00,9.2,9.25,9.1,9.1,2310
2025-08-25 10:14:00,9.1,9.15,9.05,9.1,3045
2025-08-25 10:15:00,9.1,9.2,9.05,9.1,595
