timestamp,open,high,low,close,volume
2025-10-13 09:15:00,1035.0,1074.35,992.35,1025.0,4480
2025-10-13 09:30:00,1025.0,1060.0,945.0,1056.15,6685
2025-10-13 09:45:00,1056.15,1080.0,1040.45,1063.7,1225
2025-10-13 10:00:00,1063.7,1073.95,1024.45,1060.0,560
2025-10-13 10:15:00,1060.0,1133.75,1040.3,1133.0,1890
2025-10-13 10:30:00,1133.0,1184.0,1120.2,1128.45,3745
2025-10-13 10:45:00,1128.45,1148.45,1060.0,1099.75,3325
2025-10-13 11:00:00,1099.75,1148.4,1080.0,1122.9,1470
2025-10-13 11:15:00,1122.9,1137.35,1071.5,1117.95,2205
2025-10-13 11:30:00,1117.95,1120.05,1106.75,1107.2,630
2025-10-13 11:45:00,1107.2,1147.6,1105.05,1147.6,280
2025-10-13 12:00:00,1147.6,1150.0,1115.0,1117.0,455
2025-10-13 12:15:00,1117.0,1127.7,1080.0,1105.0,840
2025-10-13 12:30:00,1105.0,1145.3,1105.0,1145.3,210
2025-10-13 12:45:00,1145.3,1145.75,1107.85,1145.75,210
2025-10-13 13:00:00,1145.75,1145.75,1126.2,1126.2,140
2025-10-13 13:15:00,1126.2,1138.4,1126.2,1138.4,35
2025-10-13 13:30:00,1138.4,1148.0,1121.2,1127.0,770
2025-10-13 13:45:00,1127.0,1127.0,1112.1,1112.55,350
2025-10-13 14:00:00,1112.55,1153.15,1112.55,1146.9,245
2025-10-13 14:15:00,1146.9,1214.8,1134.35,1202.2,2275
2025-10-13 14:30:00,1202.2,1226.85,1168.3,1168.3,2310
2025-10-13 14:45:00,1168.3,1198.7,1168.3,1186.1,210
2025-10-13 15:00:00,1186.1,1186.1,1138.15,1148.0,805
2025-10-13 15:15:00,1148.0,1178.45,1148.0,1178.45,2380
2025-10-15 09:15:00,1120.0,1172.25,1120.0,1164.9,2485
2025-10-15 09:30:00,1164.9,1164.9,1080.0,1113.7,1260
2025-10-15 09:45:00,1113.7,1113.7,1053.45,1100.0,1365
2025-10-15 10:00:00,1100.0,1162.0,1086.0,1162.0,1435
2025-10-15 10:15:00,1162.0,1222.65,1162.0,1217.3,1645
2025-10-15 10:30:00,1217.3,1279.0,1216.85,1216.85,2450
2025-10-15 10:45:00,1216.85,1275.0,1216.85,1275.0,595
2025-10-15 11:00:00,1275.0,1290.0,1244.0,1256.65,1435
2025-10-15 11:15:00,1256.65,1271.75,1228.15,1271.75,945
2025-10-15 11:30:00,1271.75,1271.75,1238.55,1255.45,1225
2025-10-15 11:45:00,1255.45,1255.45,1255.0,1255.0,35
2025-10-15 12:00:00,1255.0,1255.0,1233.5,1247.2,105
2025-10-15 12:15:00,1247.2,1247.2,1190.0,1190.0,665
2025-10-15 12:30:00,1190.0,1268.75,1190.0,1255.6,525
2025-10-15 12:45:00,1255.6,1284.95,1241.6,1284.95,1155
2025-10-15 13:00:00,1284.95,1292.3,1279.1,1290.0,490
2025-10-15 13:15:00,1290.0,1304.3,1290.0,1293.5,1330
2025-10-15 13:30:00,1293.5,1313.65,1290.1,1290.1,1190
2025-10-15 13:45:00,1290.1,1290.1,1251.0,1269.0,560
2025-10-15 14:00:00,1269.0,1269.0,1226.0,1240.95,210
2025-10-15 14:15:00,1240.95,1246.8,1221.25,1246.8,2030
2025-10-15 14:30:00,1246.8,1246.8,1209.3,1223.35,1435
2025-10-15 14:45:00,1223.35,1223.65,1176.1,1208.75,1190
2025-10-15 15:00:00,1208.75,1208.75,1196.25,1208.65,1015
2025-10-15 15:15:00,1208.65,1233.85,1208.65,1231.65,1610
2025-10-16 09:15:00,1361.4,1470.5,1360.5,1430.0,5142830
2025-10-16 09:30:00,1430.0,1468.75,1420.15,1426.95,8592745
2025-10-16 09:45:00,1426.95,1448.0,1400.0,1400.55,7855890
2025-10-16 10:00:00,1400.55,1400.55,1360.1,1369.65,10385235
2025-10-16 10:15:00,1369.65,1454.0,1369.65,1442.85,9927435
2025-10-16 10:30:00,1442.85,1451.2,1442.85,1448.5,14170590
2025-10-16 10:45:00,1448.5,1448.5,1424.8,1424.8,15213730
2025-10-16 11:00:00,1424.8,1432.15,1424.8,1432.15,13548990
2025-10-16 11:15:00,1432.15,1432.15,1423.15,1425.85,10564575
2025-10-16 11:30:00,1425.85,1447.55,1425.85,1447.55,10806215
2025-10-16 11:45:00,1447.55,1447.55,1424.1,1424.6,11988515
2025-10-16 12:00:00,1424.6,1460.1,1424.6,1460.1,14145530
2025-10-16 12:15:00,1460.1,1554.45,1460.1,1547.15,16973635
2025-10-16 12:30:00,1547.15,1558.1,1522.0,1522.0,17396295
2025-10-16 12:45:00,1522.0,1544.35,1505.95,1533.0,18627035
2025-10-16 13:00:00,1533.0,1586.7,1533.0,1586.7,16058840
2025-10-16 13:15:00,1586.7,1660.0,1586.7,1654.85,15313550
2025-10-16 13:30:00,1654.85,1665.0,1648.65,1665.0,16858065
2025-10-16 13:45:00,1665.0,1682.0,1649.1,1652.75,16527490
2025-10-16 14:00:00,1652.75,1750.0,1652.75,1729.0,18508350
2025-10-16 14:15:00,1729.0,1746.4,1708.35,1744.65,19153645
2025-10-16 14:30:00,1744.65,1754.9,1725.95,1741.4,24154445
2025-10-16 14:45:00,1741.4,1741.4,1715.0,1734.05,21384300
2025-10-16 15:00:00,1734.05,1734.05,1630.0,1640.3,17274950
